"date","hour","minute","dep","arr","dep_delay","arr_delay","carrier","flight","dest","plane","cancelled","time","dist"
2011-03-07 12:00:00,11,12,1112,1333,7,3,"MQ",3796,"ORD","N507MQ",0,122,925
2011-03-08 12:00:00,11,18,1118,1330,13,0,"MQ",3796,"ORD","N534MQ",0,116,925
2011-03-09 12:00:00,12,21,1221,1441,76,71,"MQ",3796,"ORD","N501MQ",0,122,925
2011-03-10 12:00:00,11,24,1124,1404,19,34,"MQ",3796,"ORD","N534MQ",0,139,925
2011-03-11 12:00:00,11,11,1111,1341,6,11,"MQ",3796,"ORD","N500MQ",0,125,925
2011-03-12 12:00:00,11,19,1119,1353,14,23,"MQ",3796,"ORD","N515MQ",0,132,925
2011-03-13 12:00:00,11,0,1100,1313,-5,-17,"MQ",3796,"ORD","N514MQ",0,115,925
2011-03-14 12:00:00,12,13,1213,1523,68,113,"MQ",3796,"ORD","N509MQ",0,126,925
2011-03-15 12:00:00,11,0,1100,1320,-5,-10,"MQ",3796,"ORD","N520MQ",0,122,925
2011-03-16 12:00:00,10,52,1052,1315,-13,-15,"MQ",3796,"ORD","N6EAMQ",0,126,925
2011-03-17 12:00:00,10,58,1058,1334,-7,4,"MQ",3796,"ORD","N3AEMQ",0,132,925
2011-03-18 12:00:00,10,59,1059,1326,-6,-4,"MQ",3796,"ORD","N520MQ",0,118,925
2011-03-19 12:00:00,12,31,1231,1449,86,79,"MQ",3796,"ORD","N515MQ",0,114,925
2011-03-20 12:00:00,11,1,1101,1404,-4,34,"MQ",3796,"ORD","N521MQ",0,115,925
2011-03-21 12:00:00,11,15,1115,1346,10,16,"MQ",3796,"ORD","N1EAMQ",0,129,925
2011-03-22 12:00:00,11,19,1119,1324,14,-6,"MQ",3796,"ORD","N6EAMQ",0,109,925
2011-03-23 12:00:00,12,31,1231,1501,86,91,"MQ",3796,"ORD","N515MQ",0,126,925
2011-03-24 12:00:00,12,8,1208,1423,63,53,"MQ",3796,"ORD","N514MQ",0,110,925
2011-03-25 12:00:00,11,13,1113,1340,8,10,"MQ",3796,"ORD","N520MQ",0,116,925
2011-03-26 12:00:00,11,42,1142,1416,37,46,"MQ",3796,"ORD","N543MQ",0,127,925
2011-03-27 12:00:00,11,39,1139,1352,34,22,"MQ",3796,"ORD","N8EGMQ",0,114,925
2011-03-28 12:00:00,12,0,1200,1420,55,50,"MQ",3796,"ORD","N530MQ",0,117,925
2011-03-29 12:00:00,10,56,1056,1303,-9,-27,"MQ",3796,"ORD","N534MQ",0,109,925
2011-03-30 12:00:00,11,5,1105,1315,0,-15,"MQ",3796,"ORD","N520MQ",0,108,925
2011-03-31 12:00:00,10,56,1056,1314,-9,-16,"MQ",3796,"ORD","N509MQ",0,117,925
2011-03-01 12:00:00,6,32,632,857,-8,-18,"MQ",3859,"ORD","N505MQ",0,118,925
2011-03-02 12:00:00,6,36,636,852,-4,-23,"MQ",3859,"ORD","N512MQ",0,120,925
2011-03-03 12:00:00,6,32,632,903,-8,-12,"MQ",3859,"ORD","N523MQ",0,124,925
2011-03-04 12:00:00,6,40,640,918,0,3,"MQ",3859,"ORD","N504MQ",0,119,925
2011-03-05 12:00:00,6,38,638,905,-2,-10,"MQ",3859,"ORD","N521MQ",0,120,925
2011-03-06 12:00:00,6,39,639,856,-1,-19,"MQ",3859,"ORD","N9EAMQ",0,120,925
2011-03-07 12:00:00,6,34,634,857,-6,-18,"MQ",3859,"ORD","N500MQ",0,120,925
2011-03-08 12:00:00,6,34,634,902,-6,-13,"MQ",3859,"ORD","N528MQ",0,108,925
2011-03-09 12:00:00,7,17,717,951,37,36,"MQ",3859,"ORD","N9EAMQ",0,124,925
2011-03-10 12:00:00,6,36,636,922,-4,7,"MQ",3859,"ORD","N514MQ",0,136,925
2011-03-11 12:00:00,6,37,637,908,-3,-7,"MQ",3859,"ORD","N525MQ",0,128,925
2011-03-12 12:00:00,6,38,638,908,-2,-7,"MQ",3859,"ORD","N517MQ",0,133,925
2011-03-13 12:00:00,6,36,636,908,-4,-7,"MQ",3859,"ORD","N502MQ",0,127,925
2011-03-14 12:00:00,6,36,636,857,-4,-18,"MQ",3859,"ORD","N503MQ",0,119,925
2011-03-15 12:00:00,6,39,639,906,-1,-9,"MQ",3859,"ORD","N507MQ",0,124,925
2011-03-16 12:00:00,6,33,633,900,-7,-15,"MQ",3859,"ORD","N500MQ",0,131,925
2011-03-17 12:00:00,NA,NA,NA,NA,NA,NA,"MQ",3859,"ORD","N501MQ",1,NA,925
2011-03-18 12:00:00,6,40,640,904,0,-11,"MQ",3859,"ORD","N514MQ",0,119,925
2011-03-19 12:00:00,6,34,634,906,-6,-9,"MQ",3859,"ORD","N521MQ",0,117,925
2011-03-20 12:00:00,6,36,636,914,-4,-1,"MQ",3859,"ORD","N510MQ",0,119,925
2011-03-21 12:00:00,6,36,636,911,-4,-4,"MQ",3859,"ORD","N535MQ",0,136,925
2011-03-22 12:00:00,6,40,640,934,0,19,"MQ",3859,"ORD","N1EAMQ",0,131,925
2011-03-23 12:00:00,7,28,728,949,48,34,"MQ",3859,"ORD","N535MQ",0,111,925
2011-03-24 12:00:00,6,38,638,910,-2,-5,"MQ",3859,"ORD","N525MQ",0,120,925
2011-03-25 12:00:00,6,38,638,858,-2,-17,"MQ",3859,"ORD","N515MQ",0,121,925
2011-03-26 12:00:00,6,37,637,920,-3,5,"MQ",3859,"ORD","N509MQ",0,142,925
2011-03-27 12:00:00,6,34,634,846,-6,-29,"MQ",3859,"ORD","N531MQ",0,107,925
2011-03-28 12:00:00,6,39,639,910,-1,-5,"MQ",3859,"ORD","N503MQ",0,124,925
2011-03-29 12:00:00,6,35,635,906,-5,-9,"MQ",3859,"ORD","N532MQ",0,113,925
2011-03-30 12:00:00,6,36,636,854,-4,-21,"MQ",3859,"ORD","N6EAMQ",0,114,925
2011-03-31 12:00:00,6,34,634,850,-6,-25,"MQ",3859,"ORD","N519MQ",0,119,925
2011-03-31 12:00:00,9,19,919,1017,-6,-6,"OO",1141,"ELP","N762SK",0,98,667
2011-03-21 12:00:00,9,19,919,1017,-6,-6,"OO",1141,"ELP","N797SK",0,94,667
2011-03-24 12:00:00,9,22,922,1018,-3,-5,"OO",1141,"ELP","N751SK",0,99,667
2011-03-19 12:00:00,9,16,916,1021,-9,3,"OO",1141,"ELP","N795SK",0,100,667
2011-03-05 12:00:00,9,44,944,1149,34,63,"OO",1142,"TUS","N786SK",0,139,936
2011-03-04 12:00:00,21,25,2125,2228,0,5,"OO",1143,"ELP","N783SK",0,106,667
2011-03-03 12:00:00,21,28,2128,2226,3,3,"OO",1143,"ELP","N793SK",0,101,667
2011-03-02 12:00:00,21,18,2118,2222,-7,-1,"OO",1143,"ELP","N705SK",0,95,667
2011-03-01 12:00:00,21,18,2118,2218,-7,-5,"OO",1143,"ELP","N705SK",0,103,667
2011-03-08 12:00:00,17,56,1756,1930,-4,-13,"OO",1145,"TUS","N718SK",0,135,936
2011-03-06 12:00:00,17,31,1731,1909,-4,-9,"OO",1145,"TUS","N785SK",0,137,936
2011-03-09 12:00:00,17,58,1758,1942,-2,-1,"OO",1145,"TUS","N788SK",0,131,936
2011-03-09 12:00:00,20,59,2059,2209,-1,-2,"OO",1150,"ABQ","N783SK",0,114,744
2011-03-08 12:00:00,20,53,2053,2202,-7,-9,"OO",1150,"ABQ","N788SK",0,109,744
2011-03-07 12:00:00,21,0,2100,2208,0,-3,"OO",1150,"ABQ","N718SK",0,111,744
2011-03-06 12:00:00,20,58,2058,2206,-2,-5,"OO",1150,"ABQ","N788SK",0,113,744
2011-03-17 12:00:00,21,0,2100,2204,0,-7,"OO",1150,"ABQ","N791SK",0,102,744
2011-03-10 12:00:00,20,58,2058,2204,-2,-7,"OO",1150,"ABQ","N755SK",0,108,744
2011-03-11 12:00:00,21,45,2145,2258,45,47,"OO",1150,"ABQ","N758SK",0,116,744
2011-03-12 12:00:00,21,0,2100,2206,0,0,"OO",1150,"ABQ","N762SK",0,106,744
2011-03-15 12:00:00,21,0,2100,2203,0,-8,"OO",1150,"ABQ","N718SK",0,108,744
2011-03-16 12:00:00,20,57,2057,2155,-3,-16,"OO",1150,"ABQ","N771SK",0,101,744
2011-03-14 12:00:00,20,57,2057,2201,-3,-10,"OO",1150,"ABQ","N758SK",0,105,744
2011-03-13 12:00:00,21,12,2112,2216,12,5,"OO",1150,"ABQ","N797SK",0,107,744
2011-03-22 12:00:00,20,56,2056,2207,-4,-4,"OO",1150,"ABQ","N771SK",0,113,744
2011-03-24 12:00:00,20,56,2056,2202,-4,-9,"OO",1150,"ABQ","N719SK",0,110,744
2011-03-25 12:00:00,20,56,2056,2210,-4,-1,"OO",1150,"ABQ","N732SK",0,114,744
2011-03-23 12:00:00,22,44,2244,2336,104,85,"OO",1150,"ABQ","N770SK",0,99,744
2011-03-21 12:00:00,21,8,2108,2228,8,17,"OO",1150,"ABQ","N718SK",0,111,744
2011-03-20 12:00:00,20,59,2059,2212,-1,1,"OO",1150,"ABQ","N784SK",0,111,744
2011-03-19 12:00:00,20,57,2057,2210,-3,4,"OO",1150,"ABQ","N730SK",0,112,744
2011-03-18 12:00:00,20,58,2058,2207,-2,-4,"OO",1150,"ABQ","N718SK",0,108,744
2011-03-30 12:00:00,20,57,2057,2201,-3,-10,"OO",1150,"ABQ","N753SK",0,109,744
2011-03-31 12:00:00,21,1,2101,2211,1,0,"OO",1150,"ABQ","N764SK",0,111,744
2011-03-29 12:00:00,20,51,2051,2157,-9,-14,"OO",1150,"ABQ","N771SK",0,107,744
2011-03-28 12:00:00,20,55,2055,2201,-5,-10,"OO",1150,"ABQ","N765SK",0,109,744
2011-03-27 12:00:00,20,59,2059,2203,-1,-8,"OO",1150,"ABQ","N702SK",0,107,744
2011-03-26 12:00:00,20,58,2058,2208,-2,2,"OO",1150,"ABQ","N743SK",0,108,744
2011-03-06 12:00:00,17,41,1741,1900,-6,-5,"OO",1151,"ABQ","N780SK",0,116,744
2011-03-07 12:00:00,17,46,1746,1902,-1,-3,"OO",1151,"ABQ","N785SK",0,117,744
2011-03-08 12:00:00,17,46,1746,1858,-1,-7,"OO",1151,"ABQ","N789SK",0,110,744
2011-03-09 12:00:00,17,46,1746,1917,-1,12,"OO",1151,"ABQ","N755SK",0,122,744
2011-03-13 12:00:00,17,45,1745,1852,-2,-13,"OO",1151,"ABQ","N743SK",0,106,744
2011-03-14 12:00:00,18,43,1843,1958,56,53,"OO",1151,"ABQ","N752SK",0,106,744
2011-03-16 12:00:00,17,39,1739,1841,-8,-24,"OO",1151,"ABQ","N730SK",0,104,744
2011-03-15 12:00:00,17,51,1751,1903,4,-2,"OO",1151,"ABQ","N743SK",0,112,744
2011-03-12 12:00:00,17,50,1750,1851,3,-9,"OO",1151,"ABQ","N755SK",0,105,744
2011-03-11 12:00:00,17,56,1756,1911,9,6,"OO",1151,"ABQ","N755SK",0,112,744
2011-03-10 12:00:00,17,47,1747,1857,0,-8,"OO",1151,"ABQ","N783SK",0,108,744
2011-03-17 12:00:00,17,50,1750,1859,3,-6,"OO",1151,"ABQ","N742SK",0,105,744
2011-03-26 12:00:00,17,40,1740,1858,-7,-2,"OO",1151,"ABQ","N728SK",0,118,744
2011-03-27 12:00:00,17,44,1744,1854,-3,-11,"OO",1151,"ABQ","N718SK",0,110,744
2011-03-22 12:00:00,17,44,1744,1908,-3,3,"OO",1151,"ABQ","N718SK",0,121,744
2011-03-28 12:00:00,17,45,1745,1903,-2,-2,"OO",1151,"ABQ","N743SK",0,111,744
2011-03-29 12:00:00,17,51,1751,1915,4,10,"OO",1151,"ABQ","N751SK",0,111,744
2011-03-31 12:00:00,17,41,1741,1852,-6,-13,"OO",1151,"ABQ","N753SK",0,109,744
2011-03-30 12:00:00,19,13,1913,2031,86,86,"OO",1151,"ABQ","N751SK",0,110,744
2011-03-19 12:00:00,17,48,1748,1855,1,-5,"OO",1151,"ABQ","N783SK",0,112,744
2011-03-20 12:00:00,17,44,1744,1857,-3,-8,"OO",1151,"ABQ","N787SK",0,113,744
2011-03-21 12:00:00,17,47,1747,1857,0,-8,"OO",1151,"ABQ","N771SK",0,113,744
2011-03-23 12:00:00,17,49,1749,1859,2,-6,"OO",1151,"ABQ","N793SK",0,111,744
2011-03-24 12:00:00,17,49,1749,1859,2,-6,"OO",1151,"ABQ","N770SK",0,114,744
2011-03-04 12:00:00,15,56,1556,1742,21,11,"OO",1152,"MCI","N789SK",0,88,643
2011-03-03 12:00:00,16,56,1656,1858,81,87,"OO",1152,"MCI","N762SK",0,92,643
2011-03-02 12:00:00,15,29,1529,1736,-6,5,"OO",1152,"MCI","N728SK",0,99,643
2011-03-01 12:00:00,15,34,1534,1734,-1,3,"OO",1152,"MCI","N718SK",0,95,643
2011-03-04 12:00:00,20,10,2010,2245,40,47,"OO",1153,"MKE","N762SK",0,135,984
2011-03-03 12:00:00,20,19,2019,2251,49,53,"OO",1153,"MKE","N780SK",0,128,984
2011-03-02 12:00:00,19,31,1931,2207,1,9,"OO",1153,"MKE","N786SK",0,132,984
2011-03-09 12:00:00,19,49,1949,2218,49,44,"OO",1154,"MKE","N726SK",0,121,984
2011-03-08 12:00:00,18,49,1849,2136,-6,13,"OO",1154,"MKE","N758SK",0,118,984
2011-03-07 12:00:00,19,6,1906,2133,11,10,"OO",1154,"MKE","N719SK",0,125,984
2011-03-06 12:00:00,19,14,1914,2156,14,22,"OO",1154,"MKE","N783SK",0,136,984
2011-03-16 12:00:00,19,7,1907,2151,7,17,"OO",1154,"MKE","N794SK",0,136,984
2011-03-15 12:00:00,18,55,1855,2124,0,1,"OO",1154,"MKE","N752SK",0,125,984
2011-03-14 12:00:00,19,2,1902,2137,7,14,"OO",1154,"MKE","N788SK",0,128,984
2011-03-13 12:00:00,19,0,1900,2143,0,9,"OO",1154,"MKE","N758SK",0,125,984
2011-03-10 12:00:00,19,6,1906,2143,6,9,"OO",1154,"MKE","N726SK",0,134,984
2011-03-11 12:00:00,19,3,1903,2137,3,3,"OO",1154,"MKE","N762SK",0,129,984
2011-03-17 12:00:00,19,3,1903,2141,3,7,"OO",1154,"MKE","N762SK",0,127,984
2011-03-22 12:00:00,18,55,1855,2129,0,6,"OO",1154,"MKE","N701SK",0,132,984
2011-03-27 12:00:00,19,1,1901,2134,1,0,"OO",1154,"MKE","N763SK",0,134,984
2011-03-26 12:00:00,19,0,1900,2122,0,-7,"OO",1154,"MKE","N784SK",0,123,984
2011-03-29 12:00:00,18,50,1850,2122,-5,-1,"OO",1154,"MKE","N794SK",0,127,984
2011-03-28 12:00:00,19,20,1920,2148,25,25,"OO",1154,"MKE","N718SK",0,123,984
2011-03-30 12:00:00,19,16,1916,2138,16,4,"OO",1154,"MKE","N712SK",0,114,984
2011-03-31 12:00:00,19,8,1908,2137,8,3,"OO",1154,"MKE","N762SK",0,131,984
2011-03-23 12:00:00,19,15,1915,2149,15,15,"OO",1154,"MKE","N771SK",0,131,984
2011-03-21 12:00:00,19,9,1909,2136,14,13,"OO",1154,"MKE","N774SK",0,123,984
2011-03-24 12:00:00,19,35,1935,2201,35,27,"OO",1154,"MKE","N751SK",0,118,984
2011-03-25 12:00:00,18,56,1856,2123,-4,-11,"OO",1154,"MKE","N743SK",0,125,984
2011-03-20 12:00:00,19,0,1900,2204,0,30,"OO",1154,"MKE","N783SK",0,157,984
2011-03-19 12:00:00,18,53,1853,2124,-7,-5,"OO",1154,"MKE","N795SK",0,130,984
2011-03-18 12:00:00,NA,NA,NA,NA,NA,NA,"OO",1154,"MKE","N774SK",1,NA,984
2011-03-04 12:00:00,11,26,1126,1403,1,-5,"OO",1155,"MSP","N780SK",0,134,1034
2011-03-05 12:00:00,13,4,1304,1554,99,111,"OO",1155,"MSP","N762SK",0,136,1034
2011-03-03 12:00:00,11,26,1126,1423,-4,10,"OO",1155,"MSP","N786SK",0,146,1034
2011-03-09 12:00:00,21,4,2104,2353,-6,0,"OO",1156,"MSP","N712SK",0,151,1034
2011-03-08 12:00:00,21,3,2103,2333,-7,-20,"OO",1156,"MSP","N773SK",0,132,1034
2011-03-07 12:00:00,21,9,2109,2344,-1,-9,"OO",1156,"MSP","N762SK",0,131,1034
2011-03-06 12:00:00,21,21,2121,13,11,20,"OO",1156,"MSP","N719SK",0,150,1034
2011-03-16 12:00:00,21,6,2106,2342,-4,-11,"OO",1156,"MSP","N783SK",0,135,1034
2011-03-15 12:00:00,21,12,2112,2353,2,0,"OO",1156,"MSP","N795SK",0,143,1034
2011-03-14 12:00:00,21,14,2114,6,4,13,"OO",1156,"MSP","N771SK",0,148,1034
2011-03-13 12:00:00,21,10,2110,2345,0,-8,"OO",1156,"MSP","N783SK",0,133,1034
2011-03-10 12:00:00,21,7,2107,2353,-3,0,"OO",1156,"MSP","N742SK",0,148,1034
2011-03-11 12:00:00,21,6,2106,2356,-4,3,"OO",1156,"MSP","N748SK",0,148,1034
2011-03-17 12:00:00,21,8,2108,2341,-2,-12,"OO",1156,"MSP","N730SK",0,132,1034
2011-03-27 12:00:00,21,9,2109,2343,-1,-10,"OO",1156,"MSP","N794SK",0,136,1034
2011-03-22 12:00:00,21,11,2111,2350,1,-3,"OO",1156,"MSP","N743SK",0,135,1034
2011-03-29 12:00:00,21,5,2105,2339,-5,-14,"OO",1156,"MSP","N786SK",0,133,1034
2011-03-28 12:00:00,21,10,2110,2343,0,-10,"OO",1156,"MSP","N762SK",0,134,1034
2011-03-30 12:00:00,21,13,2113,2340,3,-13,"OO",1156,"MSP","N794SK",0,128,1034
2011-03-31 12:00:00,21,12,2112,2400,2,7,"OO",1156,"MSP","N763SK",0,152,1034
2011-03-23 12:00:00,21,21,2121,3,11,10,"OO",1156,"MSP","N774SK",0,140,1034
2011-03-21 12:00:00,21,8,2108,2354,-2,1,"OO",1156,"MSP","N758SK",0,139,1034
2011-03-20 12:00:00,21,12,2112,2352,2,-1,"OO",1156,"MSP","N718SK",0,138,1034
2011-03-24 12:00:00,21,9,2109,2338,-1,-15,"OO",1156,"MSP","N784SK",0,128,1034
2011-03-25 12:00:00,21,21,2121,2355,11,2,"OO",1156,"MSP","N762SK",0,134,1034
2011-03-18 12:00:00,21,15,2115,2352,5,-1,"OO",1156,"MSP","N791SK",0,134,1034
2011-03-06 12:00:00,11,32,1132,1428,2,20,"OO",1158,"MSP","N783SK",0,149,1034
2011-03-27 12:00:00,11,32,1132,1413,2,5,"OO",1158,"MSP","N763SK",0,138,1034
2011-03-28 12:00:00,11,28,1128,1407,-2,-6,"OO",1158,"MSP","N763SK",0,139,1034
2011-03-31 12:00:00,11,29,1129,1429,-1,16,"OO",1158,"MSP","N712SK",0,156,1034
2011-03-21 12:00:00,11,25,1125,1405,-5,-8,"OO",1158,"MSP","N774SK",0,135,1034
2011-03-24 12:00:00,11,27,1127,1404,-3,-9,"OO",1158,"MSP","N773SK",0,133,1034
2011-03-25 12:00:00,11,30,1130,1409,0,-4,"OO",1158,"MSP","N773SK",0,141,1034
2011-03-20 12:00:00,11,31,1131,1406,1,-2,"OO",1158,"MSP","N783SK",0,138,1034
2011-03-18 12:00:00,11,26,1126,1409,-4,-4,"OO",1158,"MSP","N794SK",0,137,1034
2011-03-14 12:00:00,11,47,1147,1600,17,107,"OO",1158,"MSP","N730SK",0,144,1034
2011-03-13 12:00:00,11,27,1127,1405,-3,-3,"OO",1158,"MSP","N758SK",0,134,1034
2011-03-10 12:00:00,11,30,1130,1426,0,13,"OO",1158,"MSP","N730SK",0,152,1034
2011-03-11 12:00:00,11,39,1139,1417,9,4,"OO",1158,"MSP","N702SK",0,136,1034
2011-03-17 12:00:00,11,25,1125,1402,-5,-11,"OO",1158,"MSP","N794SK",0,132,1034
2011-03-07 12:00:00,11,33,1133,1418,3,5,"OO",1158,"MSP","N773SK",0,142,1034
2011-03-02 12:00:00,15,27,1527,1643,51,44,"OO",1159,"OKC","N750SK",0,61,395
2011-03-04 12:00:00,14,29,1429,1546,-7,-13,"OO",1159,"OKC","N786SK",0,58,395
2011-03-03 12:00:00,16,19,1619,1745,103,106,"OO",1159,"OKC","N780SK",0,59,395
2011-03-01 12:00:00,14,30,1430,1553,-6,-6,"OO",1159,"OKC","N743SK",0,61,395
2011-03-17 12:00:00,13,8,1308,1546,-2,-7,"OO",1160,"MSP","N730SK",0,134,1034
2011-03-26 12:00:00,13,9,1309,1557,-1,9,"OO",1160,"MSP","N732SK",0,136,1034
2011-03-27 12:00:00,13,6,1306,1554,-4,1,"OO",1160,"MSP","N732SK",0,137,1034
2011-03-28 12:00:00,13,10,1310,1557,0,4,"OO",1160,"MSP","N702SK",0,140,1034
2011-03-29 12:00:00,13,10,1310,1552,0,-1,"OO",1160,"MSP","N760SK",0,129,1034
2011-03-31 12:00:00,13,11,1311,1604,1,11,"OO",1160,"MSP","N751SK",0,154,1034
2011-03-30 12:00:00,13,6,1306,1547,-4,-6,"OO",1160,"MSP","N762SK",0,133,1034
2011-03-20 12:00:00,13,9,1309,1603,-1,10,"OO",1160,"MSP","N752SK",0,149,1034
2011-03-21 12:00:00,13,18,1318,1552,8,-1,"OO",1160,"MSP","N794SK",0,132,1034
2011-03-23 12:00:00,14,39,1439,1732,89,99,"OO",1160,"MSP","N774SK",0,139,1034
2011-03-24 12:00:00,13,7,1307,1545,-3,-8,"OO",1160,"MSP","N793SK",0,133,1034
2011-03-19 12:00:00,13,7,1307,1555,-3,7,"OO",1160,"MSP","N718SK",0,141,1034
2011-03-25 12:00:00,13,8,1308,1546,-2,-7,"OO",1160,"MSP","N726SK",0,140,1034
2011-03-18 12:00:00,13,36,1336,1615,26,22,"OO",1160,"MSP","N718SK",0,133,1034
2011-03-13 12:00:00,13,23,1323,1601,13,8,"OO",1160,"MSP","N755SK",0,136,1034
2011-03-14 12:00:00,13,17,1317,1640,7,47,"OO",1160,"MSP","N743SK",0,143,1034
2011-03-15 12:00:00,13,7,1307,1545,-3,-8,"OO",1160,"MSP","N713SK",0,139,1034
2011-03-16 12:00:00,13,12,1312,1607,2,14,"OO",1160,"MSP","N783SK",0,151,1034
2011-03-10 12:00:00,13,9,1309,1608,-1,15,"OO",1160,"MSP","N755SK",0,153,1034
2011-03-22 12:00:00,13,12,1312,1559,2,6,"OO",1160,"MSP","N790SK",0,146,1034
2011-03-12 12:00:00,13,6,1306,1552,-4,4,"OO",1160,"MSP","N752SK",0,142,1034
2011-03-11 12:00:00,15,17,1517,1758,127,125,"OO",1160,"MSP","N758SK",0,139,1034
2011-03-06 12:00:00,13,29,1329,1625,19,32,"OO",1160,"MSP","N788SK",0,158,1034
2011-03-07 12:00:00,13,9,1309,1553,-1,0,"OO",1160,"MSP","N718SK",0,139,1034
2011-03-08 12:00:00,13,2,1302,1539,-8,-14,"OO",1160,"MSP","N746SK",0,131,1034
2011-03-09 12:00:00,13,0,1300,1550,-10,-3,"OO",1160,"MSP","N742SK",0,134,1034
2011-03-05 12:00:00,21,10,2110,2228,-5,-7,"OO",1160,"OKC","N786SK",0,60,395
2011-03-05 12:00:00,9,0,900,1027,0,9,"OO",1161,"OKC","N773SK",0,56,395
2011-03-01 12:00:00,21,13,2113,2216,-2,-14,"OO",1162,"DFW","N786SK",0,44,224
2011-03-02 12:00:00,21,12,2112,2212,-3,-18,"OO",1162,"DFW","N785SK",0,44,224
2011-03-04 12:00:00,21,15,2115,2219,0,-11,"OO",1162,"DFW","N724SK",0,39,224
2011-03-03 12:00:00,21,48,2148,2253,33,23,"OO",1162,"DFW","N762SK",0,46,224
2011-03-07 12:00:00,19,27,1927,2055,-3,0,"OO",1165,"OKC","N783SK",0,59,395
2011-03-13 12:00:00,19,35,1935,2105,5,10,"OO",1165,"OKC","N726SK",0,58,395
2011-03-14 12:00:00,19,28,1928,2054,-2,-1,"OO",1165,"OKC","N730SK",0,63,395
2011-03-15 12:00:00,19,30,1930,2056,0,1,"OO",1165,"OKC","N794SK",0,62,395
2011-03-17 12:00:00,19,30,1930,2056,0,1,"OO",1165,"OKC","N752SK",0,58,395
2011-03-27 12:00:00,20,16,2016,2128,46,33,"OO",1165,"OKC","N728SK",0,59,395
2011-03-28 12:00:00,19,23,1923,2048,-7,-7,"OO",1165,"OKC","N763SK",0,59,395
2011-03-29 12:00:00,19,29,1929,2056,-1,1,"OO",1165,"OKC","N718SK",0,58,395
2011-03-31 12:00:00,19,28,1928,2052,-2,-3,"OO",1165,"OKC","N794SK",0,66,395
2011-03-20 12:00:00,20,7,2007,2131,37,36,"OO",1165,"OKC","N771SK",0,62,395
2011-03-18 12:00:00,19,26,1926,2059,-4,4,"OO",1165,"OKC","N794SK",0,61,395
2011-03-21 12:00:00,19,25,1925,2055,-5,0,"OO",1165,"OKC","N797SK",0,60,395
2011-03-24 12:00:00,19,28,1928,2059,-2,4,"OO",1165,"OKC","N774SK",0,62,395
2011-03-25 12:00:00,19,24,1924,2043,-6,-12,"OO",1165,"OKC","N773SK",0,58,395
2011-03-22 12:00:00,19,26,1926,2054,-4,-1,"OO",1165,"OKC","N795SK",0,56,395
2011-03-02 12:00:00,15,52,1552,1750,2,4,"OO",1165,"PHX","N789SK",0,147,1009
2011-03-04 12:00:00,15,50,1550,1749,0,3,"OO",1165,"PHX","N785SK",0,155,1009
2011-03-03 12:00:00,16,40,1640,1835,50,49,"OO",1165,"PHX","N789SK",0,156,1009
2011-03-01 12:00:00,15,45,1545,1737,-5,-9,"OO",1165,"PHX","N728SK",0,150,1009
2011-03-03 12:00:00,10,23,1023,1353,-2,-8,"OO",1169,"RDU","N762SK",0,133,1043
2011-03-04 12:00:00,10,23,1023,1356,-2,-5,"OO",1169,"RDU","N758SK",0,130,1043
2011-03-22 12:00:00,15,46,1546,1738,16,12,"OO",1170,"MCI","N774SK",0,83,643
2011-03-18 12:00:00,15,44,1544,1736,14,10,"OO",1170,"MCI","N771SK",0,90,643
2011-03-23 12:00:00,15,31,1531,1732,1,6,"OO",1170,"MCI","N797SK",0,98,643
2011-03-21 12:00:00,15,49,1549,1750,19,24,"OO",1170,"MCI","N718SK",0,90,643
2011-03-25 12:00:00,15,30,1530,1726,0,0,"OO",1170,"MCI","N783SK",0,91,643
2011-03-24 12:00:00,15,28,1528,1717,-2,-9,"OO",1170,"MCI","N701SK",0,87,643
2011-03-29 12:00:00,15,26,1526,1716,-4,-10,"OO",1170,"MCI","N762SK",0,91,643
2011-03-28 12:00:00,15,28,1528,1730,-2,4,"OO",1170,"MCI","N786SK",0,92,643
2011-03-30 12:00:00,15,24,1524,1714,-6,-12,"OO",1170,"MCI","N753SK",0,88,643
2011-03-31 12:00:00,15,28,1528,1815,-2,49,"OO",1170,"MCI","N707SK",0,111,643
2011-03-16 12:00:00,15,40,1540,1734,10,8,"OO",1170,"MCI","N788SK",0,93,643
2011-03-15 12:00:00,15,30,1530,1718,0,-8,"OO",1170,"MCI","N730SK",0,92,643
2011-03-14 12:00:00,16,45,1645,1844,75,78,"OO",1170,"MCI","N726SK",0,95,643
2011-03-10 12:00:00,15,33,1533,1732,3,6,"OO",1170,"MCI","N719SK",0,97,643
2011-03-11 12:00:00,15,44,1544,1741,14,15,"OO",1170,"MCI","N742SK",0,94,643
2011-03-17 12:00:00,15,34,1534,1727,4,1,"OO",1170,"MCI","N783SK",0,90,643
2011-03-09 12:00:00,15,27,1527,1718,-3,-8,"OO",1170,"MCI","N783SK",0,91,643
2011-03-08 12:00:00,15,27,1527,1706,-3,-20,"OO",1170,"MCI","N780SK",0,86,643
2011-03-07 12:00:00,15,22,1522,1722,-8,-4,"OO",1170,"MCI","N793SK",0,94,643
2011-03-06 12:00:00,15,48,1548,1731,-2,-15,"OO",1173,"PHX","N746SK",0,148,1009
2011-03-07 12:00:00,15,46,1546,1735,-4,-11,"OO",1173,"PHX","N726SK",0,154,1009
